,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
2211,1300,Food & Beverage,Nguyen Dang Quang,59.0,Vietnam,Ho Chi Minh City,"Consumer products, banking",Food & Beverage,Vietnam,,True,D,M,8/23/1963 0:00,,,1963.0,8.0,23.0,163.52,2.8,"$261,921,244,843 ",28.5,110.6,75.3,19.1,37.6,96462106.0,14.058323999999999,108.277199
2212,1300,Gambling & Casinos,Kazuo Okada,80.0,Japan,Tokyo,Casinos,Gambling & Casinos,Japan,,True,D,M,10/3/1942 0:00,,,1942.0,10.0,3.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
2213,1300,Healthcare,John Oyler,55.0,United States,,Biotech,Healthcare,United States,,True,U,M,4/3/1968 0:00,Nevada,West,1968.0,4.0,3.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2214,1300,Finance & Investments,William Teh Lee Pang,,,,Banking,Finance & Investments,Malaysia,,False,N,M,,,,,,,,,,,,,,,,,
2215,1300,Manufacturing,George Pedersen & family,87.0,United States,McLean,Defense contractor,Manufacturing,United States,,True,U,M,8/18/1935 0:00,Virginia,South,1935.0,8.0,18.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2216,1300,Fashion & Retail,Qu Miranda,38.0,China,Shanghai,E-commerce,Fashion & Retail,China,,True,D,F,1/1/1985 0:00,,,1985.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2217,1300,Real Estate,Jupally Rameshwar Rao,67.0,India,Hyderabad,Real estate,Real Estate,India,,True,U,M,9/16/1955 0:00,,,1955.0,9.0,16.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2218,1300,Logistics,G. M. Rao,72.0,India,Bangalore,Infrastructure,Logistics,India,,True,D,M,7/1/1950 0:00,,,1950.0,7.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2219,1300,Healthcare,P.V. Ramprasad Reddy,65.0,India,Hyderabad,Pharmaceuticals,Healthcare,India,,True,D,M,3/30/1958 0:00,,,1958.0,3.0,30.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2220,1300,Healthcare,Satish Reddy,55.0,India,Hyderabad,Pharmaceuticals,Healthcare,India,,False,E,M,6/9/1967 0:00,,,1967.0,6.0,9.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2221,1300,Fashion & Retail,Fernando Roig,75.0,Spain,Valencia,Supermarkets,Fashion & Retail,Spain,,False,D,M,6/25/1947 0:00,,,1947.0,6.0,25.0,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.7492199999999998
2222,1300,Diversified,Igor Rotenberg,49.0,Russia,Moscow,"Investments, real estate",Diversified,Russia,,True,R,M,5/9/1973 0:00,,,1973.0,5.0,9.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.31875600000001
2223,1300,Manufacturing,Seifeddin Rustamov,60.0,United States,,Chemicals,Manufacturing,Russia,,True,N,M,6/17/1962 0:00,Virginia,South,1962.0,6.0,17.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2224,1300,Diversified,Deniz Sahenk,77.0,Turkey,Istanbul,Diversified,Diversified,Turkey,,False,E,F,8/6/1945 0:00,,,1945.0,8.0,6.0,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
2225,1300,Food & Beverage,Nobutada Saji,77.0,Japan,Tokyo,Beverages,Food & Beverage,Japan,,False,U,M,11/25/1945 0:00,,,1945.0,11.0,25.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
2226,1300,Gambling & Casinos,Hajime Satomi,81.0,Japan,Tokyo,"Video games, pachinko",Gambling & Casinos,Japan,,True,E,M,1/16/1942 0:00,,,1942.0,1.0,16.0,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
2227,1300,Technology,James Scapa,66.0,United States,Atherton,Software,Technology,United States,,True,E,M,1/23/1957 0:00,California,West,1957.0,1.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2228,1300,Manufacturing,Stephan Schnabel,48.0,,,Chemicals,Manufacturing,Germany,,False,U,M,1/18/1975 0:00,,,1975.0,1.0,18.0,,,,,,,,,,,
2229,1300,Healthcare,Devi Shetty,70.0,India,Bangalore,Healthcare,Healthcare,India,,True,U,M,1/1/1953 0:00,,,1953.0,1.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2230,1300,Diversified,Albert Shigaboutdinov,70.0,Russia,Kazan,"Refinery, chemicals",Diversified,Russia,,True,E,M,11/12/1952 0:00,,,1952.0,11.0,12.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.31875600000001
2231,1300,Finance & Investments,Diana Teh Li Shing,,,,Banking,Finance & Investments,Malaysia,,False,N,F,,,,,,,,,,,,,,,,,
2232,1300,Food & Beverage,Denis Shtengelov,50.0,Australia,Gold Coast,"Food, retail",Food & Beverage,Russia,,True,N,M,5/14/1972 0:00,,,1972.0,5.0,14.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
2233,1300,Manufacturing,Fei Song,56.0,China,Yantai,Machinery,Manufacturing,China,,True,D,M,9/12/1966 0:00,,,1966.0,9.0,12.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2234,1300,Sports,Hal Steinbrenner,54.0,United States,Tampa,Sports,Sports,United States,,False,N,M,12/3/1968 0:00,Florida,South,1968.0,12.0,3.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2235,1300,Sports,Jessica Steinbrenner,59.0,United States,Tampa,Sports,Sports,United States,,False,N,F,3/26/1964 0:00,Florida,South,1964.0,3.0,26.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2236,1300,Sports,Jennifer Steinbrenner Swindal,63.0,United States,Tampa,Sports,Sports,United States,,False,N,F,7/28/1959 0:00,Florida,South,1959.0,7.0,28.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2237,1300,Metals & Mining,Konstantin Strukov & family,64.0,Russia,Chelyabinsk,"Gold, coal mining",Metals & Mining,Russia,,True,R,M,9/10/1958 0:00,,,1958.0,9.0,10.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.31875600000001
2238,1300,Energy,Rustem Sulteev,69.0,Russia,Kazan,"Refinery, chemicals",Energy,Russia,,True,E,M,1/4/1954 0:00,,,1954.0,1.0,4.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.31875600000001
2239,1300,Food & Beverage,Clemens Toennies,66.0,Germany,Rheda-Wiedenbrück,Meat processing,Food & Beverage,Germany,,True,D,M,5/27/1956 0:00,,,1956.0,5.0,27.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165690999999995,10.451526
2240,1300,Food & Beverage,Robert Toennies,44.0,Germany,Rheda-Wiedenbrück,Meat processing,Food & Beverage,Germany,,False,D,M,5/29/1978 0:00,,,1978.0,5.0,29.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165690999999995,10.451526
2241,1300,Real Estate,John Van Lieshout,77.0,Australia,Brisbane,Real estate,Real Estate,Australia,,True,D,M,1/12/1946 0:00,,,1946.0,1.0,12.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
2242,1300,Healthcare,Pongsak Viddayakorn,89.0,Thailand,Bangkok,Hospitals,Healthcare,Thailand,,True,U,M,3/23/1934 0:00,,,1934.0,3.0,23.0,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
2243,1300,Fashion & Retail,Wang Jianguo,63.0,China,Nanjing,Retail,Fashion & Retail,China,,True,D,M,1/1/1960 0:00,,,1960.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2244,1300,Service,Junjin Wang,54.0,China,Shanghai,Airline,Service,China,,True,D,M,12/1/1968 0:00,,,1968.0,12.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2245,1300,Manufacturing,Wang Mingwang,55.0,China,Shenzhen,Electronics components,Manufacturing,China,,True,D,M,5/2/1967 0:00,,,1967.0,5.0,2.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2246,1300,Technology,Wei Lidong & family,47.0,China,Shanghai,Software,Technology,China,,True,D,M,1/1/1976 0:00,,,1976.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2247,1300,Fashion & Retail,Myron Wentz,83.0,Cayman Islands,Grand Cayman,Health products,Fashion & Retail,St. Kitts and Nevis,,True,D,M,1/1/1940 0:00,,,1940.0,1.0,1.0,,,,,,,,,,,
2248,1300,Manufacturing,Wu Xiaoge,50.0,China,Chengdu,Battery components,Manufacturing,China,,True,Split Family Fortune,F,11/1/1972 0:00,,,1972.0,11.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2249,1300,Diversified,Wu Xushun & family,74.0,China,Wuhu,Internet,Diversified,China,,True,D,M,4/28/1948 0:00,,,1948.0,4.0,28.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2250,1300,Healthcare,Xiong Xiaochuan,57.0,China,Shenzhen,Medical devices,Healthcare,China,,True,N,M,1/1/1966 0:00,,,1966.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2251,1300,Technology,Xu Shaochun,60.0,China,Shenzhen,Software,Technology,China,,True,D,M,1/1/1963 0:00,,,1963.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2252,1300,Technology,Yan Jane & family,53.0,China,Beijing,Software,Technology,China,,True,U,F,7/19/1969 0:00,,,1969.0,7.0,19.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2253,1300,Manufacturing,Zeng Chaoyi,54.0,China,Changsha,Aluminum products,Manufacturing,China,,True,E,M,4/1/1969 0:00,,,1969.0,4.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2254,1300,Service,Peng Zhao,52.0,China,Beijing,Online recruitment,Service,China,,True,E,M,1/1/1971 0:00,,,1971.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2255,1300,Service,Zhao Tongtong,56.0,Hong Kong,Hong Kong,Hotels,Service,Canada,,True,R,F,1/1/1967 0:00,,,1967.0,1.0,1.0,,,,,,,,,,,
2256,1300,Metals & Mining,Kostyantin Zhevago,49.0,Ukraine,Kiev,Mining,Metals & Mining,Ukraine,,True,E,M,1/7/1974 0:00,,,1974.0,1.0,7.0,281.66,7.9,"$153,781,069,118 ",82.7,99.0,71.6,20.1,45.2,44385155.0,48.379433,31.16558
2257,1300,Manufacturing,Zong Yanmin,,China,Jinan,Semiconductor materials,Manufacturing,China,,True,E,M,,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2258,1200,Finance & Investments,Sanjay Agarwal,52.0,India,Jaipur,Banking,Finance & Investments,India,,True,E,M,9/8/1970 0:00,,,1970.0,9.0,8.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2259,1200,Finance & Investments,Hamad bin Jassim bin Jaber Al Thani,63.0,Qatar,Doha,Investments,Finance & Investments,Qatar,,False,E,M,10/1/1959 0:00,,,1959.0,10.0,1.0,115.38,-0.7,"$183,466,208,791 ",17.9,103.8,80.1,14.7,11.3,2832067.0,25.354826,51.183884
2260,1200,Diversified,Joao Alves de Queiroz Filho,70.0,Brazil,São Paulo,Pharmaceuticals,Diversified,Brazil,,True,U,M,1/1/1953 0:00,,,1953.0,1.0,1.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2261,1200,Metals & Mining,Jose Maria Aristrain,60.0,Switzerland,Gstaad,Steel,Metals & Mining,Spain,,False,E,M,11/2/1962 0:00,,,1962.0,11.0,2.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227511999999999
2262,1200,Finance & Investments,Michael Arougheti,50.0,United States,Nyack,Finance,Finance & Investments,United States,,True,N,M,10/10/1972 0:00,New York,Northeast,1972.0,10.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2263,1200,Technology,Tope Awotona,41.0,United States,Atlanta,Software,Technology,United States,Calendly,True,D,M,4/22/1981 0:00,Georgia,South,1981.0,4.0,22.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2264,1200,Healthcare,Mehmet Aydinlar,66.0,Turkey,Istanbul,Hospitals,Healthcare,Turkey,,True,D,M,7/27/1956 0:00,,,1956.0,7.0,27.0,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
2265,1200,Real Estate,Danna Azrieli,55.0,Israel,Herzliya,Real estate,Real Estate,Israel,,False,D,F,6/3/1967 0:00,,,1967.0,6.0,3.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051000000002,34.851612
2266,1200,Real Estate,Naomi Azrieli,57.0,Canada,Toronto,Real estate,Real Estate,Canada,,False,D,F,9/26/1965 0:00,,,1965.0,9.0,26.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.34677099999999
2267,1200,Real Estate,Sharon Azrieli,62.0,Canada,Montreal,Real estate,Real Estate,Canada,,False,D,F,8/4/1960 0:00,,,1960.0,8.0,4.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.34677099999999
2268,1200,Energy,Bai Houshan,59.0,China,Ningbo,Lithium battery,Energy,China,,True,D,M,1/1/1964 0:00,,,1964.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2269,1200,Finance & Investments,Thomas Bailey,86.0,United States,Aspen,Money management,Finance & Investments,United States,,True,E,M,1/1/1937 0:00,Colorado,West,1937.0,1.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2270,1200,Healthcare,Bernhard Braun-Luedicke,46.0,Germany,Melsungen,Medical technology,Healthcare,Germany,,False,D,M,1/1/1977 0:00,,,1977.0,1.0,1.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165690999999995,10.451526
2271,1200,Healthcare,Eva Maria Braun-Luedicke,36.0,Germany,Melsungen,Medical technology,Healthcare,Germany,,False,D,F,1/1/1987 0:00,,,1987.0,1.0,1.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165690999999995,10.451526
2272,1200,Healthcare,Friederike Braun-Luedicke,39.0,Germany,Melsungen,Medical technology,Healthcare,Germany,,False,E,F,1/1/1984 0:00,,,1984.0,1.0,1.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165690999999995,10.451526
2273,1200,Real Estate,Jeffrey Cheah,78.0,Malaysia,Kuala Lumpur,"Property, healthcare",Real Estate,Malaysia,,True,D,M,3/30/1945 0:00,,,1945.0,3.0,30.0,121.46,0.7,"$364,701,517,788 ",45.1,105.3,76.0,12.0,38.7,32447385.0,4.210483999999999,101.97576600000001
2274,1200,Food & Beverage,Chen Xianbao & family,63.0,China,Hefei,Food,Food & Beverage,China,,True,D,M,5/19/1959 0:00,,,1959.0,5.0,19.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2275,1200,Healthcare,Cheng Xianfeng,54.0,China,Hefei,Pharmaceuticals,Healthcare,China,,True,D,M,12/1/1968 0:00,,,1968.0,12.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2276,1200,Fashion & Retail,Chung Yong-jin,54.0,South Korea,Seoul,Retail,Fashion & Retail,South Korea,Shinsegae,False,D,M,9/19/1968 0:00,,,1968.0,9.0,19.0,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757000000004,127.766922
2277,1200,Service,Darwin Deason,82.0,United States,Dallas,Software,Service,United States,,True,D,M,5/14/1940 0:00,Texas,South,1940.0,5.0,14.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2278,1200,Fashion & Retail,Diego Della Valle,69.0,Italy,Sant'' Elpidio A Mare,Shoes,Fashion & Retail,Italy,,False,D,M,12/30/1953 0:00,,,1953.0,12.0,30.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
2279,1200,Manufacturing,Ashwin Desai,71.0,India,Surat,Specialty chemicals,Manufacturing,India,,True,N,M,9/18/1951 0:00,,,1951.0,9.0,18.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2280,1200,Media & Entertainment,Richard Desmond,71.0,United Kingdom,London,Publishing,Media & Entertainment,United Kingdom,,True,D,M,12/8/1951 0:00,,,1951.0,12.0,8.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2281,1200,Fashion & Retail,Ding Shui Po,52.0,China,Quanzhou,"Sneakers, sportswear",Fashion & Retail,China,,False,D,M,11/1/1970 0:00,,,1970.0,11.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2282,1200,Fashion & Retail,Sefik Yilmaz Dizdar,85.0,Turkey,Istanbul,Fashion retail,Fashion & Retail,Turkey,,True,U,M,3/16/1938 0:00,,,1938.0,3.0,16.0,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
2283,1200,Media & Entertainment,Mathias Doepfner,60.0,Germany,Potsdam,Media,Media & Entertainment,Germany,,False,D,M,1/15/1963 0:00,,,1963.0,1.0,15.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165690999999995,10.451526
2284,1200,Manufacturing,Farhad Ebrahimi,84.0,United States,Denver,Solar panels,Manufacturing,United States,,True,N,M,1/1/1939 0:00,Colorado,West,1939.0,1.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2285,1200,Diversified,Jose Roberto Ermirio de Moraes,65.0,Brazil,Sao Paulo,Diversified,Diversified,Brazil,,False,D,M,11/30/1957 0:00,,,1957.0,11.0,30.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2286,1200,Diversified,Jose Ermirio de Moraes Neto,70.0,Brazil,Sao Paulo,Diversified,Diversified,Brazil,,False,D,M,6/17/1952 0:00,,,1952.0,6.0,17.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2287,1200,Manufacturing,Fang Hongbo,56.0,China,Shunde,Home appliances,Manufacturing,China,,True,D,M,1/1/1967 0:00,,,1967.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2288,1200,Manufacturing,David Feffer,66.0,Brazil,São Paulo,Pulp and paper,Manufacturing,Brazil,,False,D,M,11/13/1956 0:00,,,1956.0,11.0,13.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2289,1200,Manufacturing,Zsolt Felcsuti,51.0,Hungary,,Manufacturing,Manufacturing,Hungary,,True,N,M,5/26/1971 0:00,,,1971.0,5.0,26.0,121.64,3.3,"$160,967,157,504 ",48.5,100.8,75.8,23.0,37.9,9769949.0,47.162494,19.503304
2290,1200,Fashion & Retail,Ben Francis,30.0,United Kingdom,Birmingham,Fitness clothing,Fashion & Retail,United Kingdom,,True,N,M,6/4/1992 0:00,,,1992.0,6.0,4.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2291,1200,Fashion & Retail,Gary Friedman,65.0,United States,Belvedere,Furniture retail,Fashion & Retail,United States,,True,D,M,8/6/1957 0:00,California,West,1957.0,8.0,6.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2292,1200,Metals & Mining,Dan Gertler,49.0,Israel,Bnei Brak,Mining,Metals & Mining,Israel,,False,E,M,12/23/1973 0:00,,,1973.0,12.0,23.0,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051000000002,34.851612
2293,1200,Manufacturing,Balkrishan Goenka,56.0,India,Mumbai,Textiles,Manufacturing,India,,True,D,M,8/15/1966 0:00,,,1966.0,8.0,15.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2294,1200,Finance & Investments,Lawrence Golub,63.0,United States,New York,Private equity,Finance & Investments,United States,,True,E,M,10/3/1959 0:00,New York,Northeast,1959.0,10.0,3.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2295,1200,Manufacturing,Saroj Rani Gupta,72.0,India,Delhi,Steel tubes,Manufacturing,India,,True,N,F,7/5/1950 0:00,,,1950.0,7.0,5.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2296,1200,Technology,Anthony Hall,67.0,Australia,Melbourne,Technology,Technology,Australia,,True,N,M,6/27/1955 0:00,,,1955.0,6.0,27.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
2297,1200,Construction & Engineering,Fahed Hariri,42.0,United Kingdom,London,"Construction, investments",Construction & Engineering,Lebanon,,False,E,M,12/29/1980 0:00,,,1980.0,12.0,29.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2298,1200,Fashion & Retail,Richard Hayne,75.0,United States,Philadelphia,Urban Outfitters,Fashion & Retail,United States,Urban Outfitters Inc.,True,E,M,9/1/1947 0:00,Pennsylvania,Northeast,1947.0,9.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2299,1200,Finance & Investments,Michael Heine,73.0,Australia,Melbourne,Financial services,Finance & Investments,Australia,,True,E,M,11/1/1949 0:00,,,1949.0,11.0,1.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
2300,1200,Technology,Orion Hindawi,43.0,United States,Seattle,Software,Technology,United States,Tanium,True,D,M,1/10/1980 0:00,Washington,West,1980.0,1.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2301,1200,Gambling & Casinos,Lawrence Ho,46.0,Hong Kong,Hong Kong,Casinos,Gambling & Casinos,Hong Kong,,False,R,M,1/16/1977 0:00,,,1977.0,1.0,16.0,,,,,,,,,,,
2302,1200,Fashion & Retail,Huang Guanlin,58.0,China,Ningbo,"Textiles, apparel",Fashion & Retail,China,,True,D,M,1/1/1965 0:00,,,1965.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2303,1200,Technology,Sam Hupert,68.0,Australia,Melbourne,Technology,Technology,Australia,,True,N,M,12/25/1954 0:00,,,1954.0,12.0,25.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
2304,1200,Telecom,Mohammed Ibrahim,76.0,United Kingdom,London,Communications,Telecom,United Kingdom,Mo Ibrahim Foundation,True,E,M,5/3/1946 0:00,,,1946.0,5.0,3.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2305,1200,Food & Beverage,Shirley Kao,66.0,Taiwan,Tainan,Food & beverage retailing,Food & Beverage,Taiwan,,False,E,F,9/2/1956 0:00,,,1956.0,9.0,2.0,,,,,,,,,,,
2306,1200,Finance & Investments,David Kaplan,55.0,United States,Los Angeles,Finance,Finance & Investments,United States,,True,N,M,8/29/1967 0:00,California,West,1967.0,8.0,29.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2307,1200,Fashion & Retail,Kim Kardashian,42.0,United States,Hidden Hills,"Shapewear, cosmetics, reality TV",Fashion & Retail,United States,,True,D,F,10/21/1980 0:00,California,West,1980.0,10.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
